0.304621963,0.304621963,0.304621963,0.304621963
0.303455223,0.303455223,0.303455223,0.303455223
0.302207432,0.301696534,0.301185589,0.300674602
0.302258075,0.301160419,0.300058396,0.298951653
0.297401463,0.296286357,0.295199079,0.294139772
0.29311224,0.292376026,0.291660934,0.290968226
0.29302103,0.292245603,0.291498522,0.290786285
0.291903554,0.291352887,0.290816731,0.290290528
0.292818092,0.292057429,0.291341734,0.290655457
0.292060451,0.291587823,0.291115817,0.290601439
0.293190536,0.292460982,0.291797354,0.291132688
0.292401234,0.292015794,0.291649757,0.291228416
0.293539785,0.292880639,0.292334283,0.291843119
0.292663636,0.292364383,0.292129475,0.291943828
0.29372265,0.293133758,0.292704704,0.292490902
0.292804478,0.292563848,0.292419042,0.292475458
0.293772754,0.293223866,0.292851473,0.292825624
0.29286213,0.292647094,0.292526293,0.292671805
0.293762297,0.293223187,0.292847212,0.292824657
0.292882883,0.292671926,0.292530948,0.29260835
0.29373917,0.293193715,0.292786627,0.292655563
0.292894015,0.292679124,0.292505169,0.292456427
0.293722304,0.29316637,0.292727298,0.292477624
0.292905644,0.292686903,0.292485653,0.2923282
0.293714652,0.29314986,0.292689001,0.292357016
0.292919189,0.292699515,0.29248198,0.292256361
0.293713611,0.293142869,0.292671243,0.292297998
0.292933308,0.292715532,0.292491105,0.29223353
0.293716008,0.293141497,0.292666811,0.292282722
0.292946561,0.292732439,0.292506762,0.292241064
0.293719676,0.293142431,0.292668538,0.292290859
0.292958159,0.292748414,0.292523754,0.292261601
0.293723508,0.293143713,0.292671645,0.292306801
0.292967901,0.292762618,0.292539123,0.292283328
0.293727088,0.293144518,0.292673842,0.292321405
0.292975915,0.292774918,0.292551844,0.292300423
0.293730332,0.293144682,0.29267455,0.292331128
0.292982453,0.292785534,0.292562042,0.292311602
0.293733266,0.29314432,0.292674037,0.29233603
0.292987772,0.292794783,0.292570292,0.292318057
0.293735934,0.293143602,0.292672797,0.292337733
0.292992089,0.292802953,0.292577185,0.292321697
0.293738363,0.293142663,0.292671247,0.292337975
0.292995579,0.292810261,0.292583152,0.292324108
0.293740567,0.293141584,0.292669633,0.292337941
0.292998381,0.29281686,0.292588449,0.292326207
0.293742552,0.29314041,0.292668059,0.292338161
0.293000607,0.292822861,0.292593204,0.292328327
0.293744325,0.293139162,0.292666545,0.292338707
0.293002353,0.292828344,0.292597483,0.292330454
0.293745895,0.293137854,0.29266508,0.292339435
0.293003702,0.292833375,0.292601326,0.292332452
0.293747274,0.293136495,0.292663652,0.292340169
0.293004722,0.29283801,0.292604769,0.292334204
0.293748477,0.293135097,0.292662253,0.292340791
0.293005474,0.292842299,0.292607852,0.292335659
0.293749519,0.29313367,0.292660887,0.29234126
0.293006009,0.292846283,0.292610614,0.292336829
0.293750417,0.293132225,0.29265956,0.292341587
0.29300637,0.292849999,0.292613095,0.29233776
0.293751184,0.293130771,0.29265828,0.292341806
0.293006594,0.292853478,0.29261533,0.292338507
0.293751836,0.293129314,0.292657052,0.292341956
0.293006711,0.292856749,0.292617348,0.292339119
0.293752388,0.293127863,0.292655881,0.292342065
0.293006746,0.292859833,0.292619175,0.292339629
0.29375285,0.29312642,0.292654769,0.292342149
0.293006719,0.292862751,0.292620833,0.292340059
0.293753236,0.293124992,0.292653716,0.292342215
0.293006647,0.292865519,0.292622339,0.292340422
0.293753555,0.293123579,0.292652722,0.292342267
0.293006544,0.292868152,0.29262371,0.292340728
0.293753817,0.293122186,0.292651786,0.292342306
0.29300642,0.292870663,0.292624959,0.292340984
0.293754031,0.293120814,0.292650905,0.292342333
0.293006283,0.292873063,0.292626099,0.292341197
0.293754203,0.293119464,0.292650078,0.292342351
0.29300614,0.292875362,0.29262714,0.292341375
0.293754341,0.293118137,0.292649303,0.292342361
0.293005996,0.292877566,0.292628092,0.292341522
0.293754449,0.293116834,0.292648578,0.292342365
0.293005856,0.292879686,0.292628964,0.292341644
0.293754533,0.293115554,0.2926479,0.292342365
0.29300572,0.292881725,0.292629763,0.292341747
0.293754598,0.293114299,0.292647267,0.292342363
0.293005592,0.292883691,0.292630495,0.292341832
0.293754646,0.293113068,0.292646677,0.292342359
0.293005473,0.292885589,0.292631167,0.292341903
0.293754681,0.293111861,0.292646126,0.292342355
0.293005363,0.292887422,0.292631784,0.292341963
0.293754705,0.293110678,0.292645614,0.292342349
0.293005262,0.292889196,0.292632351,0.292342013
0.293754721,0.293109518,0.292645137,0.292342343
0.293005171,0.292890914,0.292632872,0.292342055
0.29375473,0.293108381,0.292644693,0.292342338
0.293005089,0.292892579,0.292633352,0.29234209
0.293754734,0.293107266,0.292644281,0.292342332
0.293005015,0.292894194,0.292633793,0.292342119
0.293754735,0.293106173,0.292643897,0.292342326
0.29300495,0.292895763,0.292634199,0.292342144
