Æ«²î,-10%,-8%,-6%,-4%,-2%,0%,2%,4%,6%,8%,10%
sn/%,7.864432862,5.777227622,3.77293943,1.848263409,0,-1.774945688,-3.479564787,-5.116745813,-6.689276019,-8.199842945,-9.651036133
ICV/¡ë,3.344700729,2.447904554,1.592934229,0.7776438,0,-0.741923627,-1.449952298,-2.125815262,-2.771150803,-3.387510974,-3.976366098
