Æ«²î,-10%,-8%,-6%,-4%,-2%,0%,2%,4%,6%,8%,10%
sn/%,-11.84086101,-8.935997378,-5.993532894,-3.01450805,0,3.048881517,6.130998103,9.245186366,12.3902612,15.56501849,18.76823712
ICV/¡ë,-4.547402384,-3.449773203,-2.326009303,-1.17608651,0,1.202236628,2.430592334,3.685019648,4.96545567,6.271823025,7.60403072
